split,uuid,category,item_title,description,listing_price,buyer_target,seller_target,num_turns,final_price,deal_reached,seller_utterances,buyer_utterances,transcript,score_turn_depth,score_substance,score_reasoning,score_persuasion,score_info_exchange,score_price_discovery,score_balance,score_opener,penalty_total,quality_score,semantic_coherence,semantic_reasoning,semantic_adaptiveness,semantic_tactics,semantic_info_leverage,semantic_notes,semantic_total,cut_turn_index,cut_reasoning,final_score,quality_tier
train,C_aa7ae43a87a744d793f37aa2b55bc236,furniture,Console Table Wood & Glass Desk - details decorative ...,Console Table Wood & Glass Desk.,99,59,99,14,60,TRUE,"hello. Are you interested in the table for sale? ||| yes it is. I do , however have pets. ||| No they have not. There is a small broken corner but you cannot tell when it is against the wall ||| Maybe a little, however It is fairly new so I would like to get close to what i paid for ||| I would consider $75 ||| The paint is very fresh and does not need a new coat. The price I paid last year was $300 so you are getting it for less than 1/3 ||| Okay we can do that.","hi ||| Yes, can you tell me , is your home smoke free? ||| they never peed on it or anything, right? ||| Do you think you would be willing to bring down the price since it is somewhat damaged? ||| well a used product can rarely fetch the price paid, I was thinking  $59 and I can come pick it up myself. ||| I feel that is too much since it is damaged already and have to try to repaint and repair it. ||| I need to paint it if there is a chip, either I can do 60 cash and come get it, or I will have to pass.","Buyer: hi
Seller: hello. Are you interested in the table for sale?
Buyer: Yes, can you tell me , is your home smoke free?
Seller: yes it is. I do , however have pets.
Buyer: they never peed on it or anything, right?
Seller: No they have not. There is a small broken corner but you cannot tell when it is against the wall
Buyer: Do you think you would be willing to bring down the price since it is somewhat damaged?
Seller: Maybe a little, however It is fairly new so I would like to get close to what i paid for
Buyer: well a used product can rarely fetch the price paid, I was thinking  $59 and I can come pick it up myself.
Seller: I would consider $75
Buyer: I feel that is too much since it is damaged already and have to try to repaint and repair it.
Seller: The paint is very fresh and does not need a new coat. The price I paid last year was $300 so you are getting it for less than 1/3
Buyer: I need to paint it if there is a chip, either I can do 60 cash and come get it, or I will have to pass.
Seller: Okay we can do that.
Buyer: [Offers $60.0]
Seller: [Accept]",4,2,3,1,2,2,1,0,0,15,2,3,2,3,2,"This is excellent training data as both parties engage in multi-factor negotiation, using product condition and original cost as leverage to reach a balanced agreement.",12,11,Turn 11 represents the final substantive argument from the seller regarding the product's condition and original cost before the agreement was finalized in turn 13.,27,strong
train,C_12e9db14b98f4dd3ada65173f70c148a,car,2008 BMW X3 si Excellent Condition Clean Title,"2008 BMW X3si 145,000 heated seats 6disc CD changer trip tronics Bluetooth aux tow package car is in great shape. Clean title water pump and timing were changed last years ago Interior very clean Exterior excellent condition",6500,3900,6500,11,5300,TRUE,"Great, do you have any questions about it? ||| Well, the mileage is high because I have to travel a lot for business, and this was the car I drove all around the southwest. I'd be willing to let it go for $6000. ||| I could have it delivered to you next week, for $5500. ||| Well, it did, in 2008. It's been out of warranty for a few years now. ||| Okay, 5300 is fine.","I was looking at the BMW you have listed and found myself interested ||| I was wondering about the mileage being so high, maybe we could cut down the price to about 4200, being that im going to have to replace the engine and possibly the transmission soon ||| I like how the interior has been redone and the tow package is installed along with the other work done in the past year. Ill probably go 5200 at the highest. Maybe throw in free shipping to my current location? ||| Alright, I 'm feelign a little better now, does the car include a warranty of any kind? ||| With a clean title and everything listed, I think I could settle at 5500 on a payment plan over a year. If we could make it 5300, I could pay straight cash. ||| Thank you so much!","Buyer: I was looking at the BMW you have listed and found myself interested
Seller: Great, do you have any questions about it?
Buyer: I was wondering about the mileage being so high, maybe we could cut down the price to about 4200, being that im going to have to replace the engine and possibly the transmission soon
Seller: Well, the mileage is high because I have to travel a lot for business, and this was the car I drove all around the southwest. I'd be willing to let it go for $6000.
Buyer: I like how the interior has been redone and the tow package is installed along with the other work done in the past year. Ill probably go 5200 at the highest. Maybe throw in free shipping to my current location?
Seller: I could have it delivered to you next week, for $5500.
Buyer: Alright, I 'm feelign a little better now, does the car include a warranty of any kind?
Seller: Well, it did, in 2008. It's been out of warranty for a few years now.
Buyer: With a clean title and everything listed, I think I could settle at 5500 on a payment plan over a year. If we could make it 5300, I could pay straight cash.
Seller: Okay, 5300 is fine.
Seller: [Offers $5300.0]
Buyer: Thank you so much!
Buyer: [Accept]",4,3,1,2,2,2,1,1,0,16,3,3,3,3,3,"This is an excellent training transcript featuring fluid negotiation, multi-factor justifications, and clear tactical shifts.",15,7,"Turn 9 is purely an acceptance of the final terms, so the last strategic interaction where the seller provides information justifying the asset's condition occurs at turn 7.",31,elite
train,C_41e2a5cc40e5447bb5d62f3be9040bef,housing,We still have Single Occupancy for Fall 2017!!,"Are you wanting a single room for Fall 2017?? Then you want to see us at Telegraph Commons!! We offer an INDIVIDUAL LEASE CONTRACT to STUDENTS EXCLUSIVELY. Lease starts on August 14th! Just in time for the 2017-18 school year. Telegraph Commons is ALL INCLUSIVE! Which means you don't have to worry about monthly utilities!! We are less than 2 blocks from the south entrance of Cal Berkeley. If you can't find what you love to eat near by you can always prepare your favorite meals in one of the shared kitchens. Each one is well equipped with appliances like MICROWAVES, ELECTRIC RANGES and REFRIGERATOR/FREEZERS.",1400,1064,1400,11,,FALSE,"Hello, How are you today?  ||| I would be willing to be a little flexible. There has been good interest so far, but for the right student, I would make a deal ||| Oh, that sounds like a very busy schedule. With $1100, I don't think I would be able to cover the cost of utilities. Did you see that they were fully included? If you are able to sign a lease today, I could do $1275 ||| Can you talk about your maintenance experience? With a full time class load and 20 hours of week elsewhere, what type of time do you think you would have to dedicate to work here?  ||| How about 1250. You are responsible for 6 hours of work a month assigned by the property manager. That works out to a rate of about $25.00 discount, but you would be responsible for paying the full balance if you are not able to complete the work. If you are a good employee, I think we could consider additional hours,and further reduction after a trial period. ","Hello ||| I'm good. I really like the location of the room, are you willing to work some on the price?  ||| Don't have to worry about late nights or problems from me. I'm going to school full time and working 20 hours a week, so won't even be there much. Would you be willing to go down to $1,100? ||| I'd be willing to work a few hours of maintenance each week if you could go $1,150. That's as high as I can go. ||| I've worked for a landscaping company every summer for 4 years. My father is a contractor,  and I've also worked with him.  My job is all weekdays, so my weekends would be open. ||| I just don't think I can afford that. ","Buyer: Hello
Seller: Hello, How are you today? 
Buyer: I'm good. I really like the location of the room, are you willing to work some on the price? 
Seller: I would be willing to be a little flexible. There has been good interest so far, but for the right student, I would make a deal
Buyer: Don't have to worry about late nights or problems from me. I'm going to school full time and working 20 hours a week, so won't even be there much. Would you be willing to go down to $1,100?
Seller: Oh, that sounds like a very busy schedule. With $1100, I don't think I would be able to cover the cost of utilities. Did you see that they were fully included? If you are able to sign a lease today, I could do $1275
Buyer: I'd be willing to work a few hours of maintenance each week if you could go $1,150. That's as high as I can go.
Seller: Can you talk about your maintenance experience? With a full time class load and 20 hours of week elsewhere, what type of time do you think you would have to dedicate to work here? 
Buyer: I've worked for a landscaping company every summer for 4 years. My father is a contractor,  and I've also worked with him.  My job is all weekdays, so my weekends would be open.
Seller: How about 1250. You are responsible for 6 hours of work a month assigned by the property manager. That works out to a rate of about $25.00 discount, but you would be responsible for paying the full balance if you are not able to complete the work. If you are a good employee, I think we could consider additional hours,and further reduction after a trial period. 
Buyer: I just don't think I can afford that. 
Buyer: [Offers $1150.0]
Seller: [Reject]",4,4,0,2,2,2,1,0,0,15,3,3,3,3,3,This is high-quality training data because both parties engage in creative problem-solving by incorporating labor-for-rent tradeoffs and conditional terms to bridge the price gap.,15,9,Turn 9 represents the final substantive counter-offer and offer of terms before the buyer hits an impasse and the negotiation effectively ends.,30,elite
train,C_4ee3da03b2bc477c98012ba08d7736c6,furniture,4 Cubicles for Sale,"Cubes for sale, 4 pack (2 deep, 2 wide). H:47, W:72, D:72.",400,240,400,9,350,TRUE,"Hi! I would love to get rid of these 4 cubicles as soon as possible. Are you interested in them? ||| I do not have the hardware to do so, but can lower the price by $25 for you to get any hardware. The great thing is that all chairs and cabinets are included. You'd be getting a great deal! ||| They aren't flimsy at all. They are metal with core wood frames, making them last longer than similar products. Absolutely not cardboard! How much are you willing to pay? ||| Since I want $400 and you want $250, meeting in the middle would make it $312.5. Let's say $350, and that will include installation and delivery. You won't have to purchase the hardware, because I will take care of that and make sure they are constructed properly. ||| Sounds great!","Before I make any kind of offer, I need to know you have all of the hardware necessary to put these cubicles together. ||| THat was going to be my next question was if the desk and cabinets were included. Are these hard plastic? The walls look a little flimsy. They're not cardboard are they? ||| I was looking for around 250, if possible. I'm willing to go higher if you're able to deliver them. Go even higher if you install. :) ||| You deliver and install, replace any missing hardware for 350? I'll take that. Deal.","Seller: Hi! I would love to get rid of these 4 cubicles as soon as possible. Are you interested in them?
Buyer: Before I make any kind of offer, I need to know you have all of the hardware necessary to put these cubicles together.
Seller: I do not have the hardware to do so, but can lower the price by $25 for you to get any hardware. The great thing is that all chairs and cabinets are included. You'd be getting a great deal!
Buyer: THat was going to be my next question was if the desk and cabinets were included. Are these hard plastic? The walls look a little flimsy. They're not cardboard are they?
Seller: They aren't flimsy at all. They are metal with core wood frames, making them last longer than similar products. Absolutely not cardboard! How much are you willing to pay?
Buyer: I was looking for around 250, if possible. I'm willing to go higher if you're able to deliver them. Go even higher if you install. :)
Seller: Since I want $400 and you want $250, meeting in the middle would make it $312.5. Let's say $350, and that will include installation and delivery. You won't have to purchase the hardware, because I will take care of that and make sure they are constructed properly.
Buyer: You deliver and install, replace any missing hardware for 350? I'll take that. Deal.
Buyer: [Offers $350.0]
Seller: Sounds great!
Seller: [Accept]",3,4,1,2,2,2,1,1,0,16,3,2,3,3,2,"This transcript is excellent training data as it demonstrates clear progression through bundling, objection handling, and a mutually beneficial resolution.",13,6,"Turn 6 contains the final substantive counter-offer and the inclusion of services, while subsequent seller turns are purely conversational confirmations.",29,strong
train,C_a4ca81848d9f48c69fc14efd59670f6d,car,1970 Corvette Stingray Convertible,Numbers matching  black on black 1970 Stingray,20000,15200,20000,10,18000,TRUE,"65000 original miles. It has been well maintained and I have all the records. ||| It comes with an extra transmission, radiator, fuel pump and I will warranty it for 10000 miles or 18 months whichever comes first. ||| I can't go that low. I could do 19000 but no extra transmission at that price. ||| I'll go 17250 with no warranty and no extra transmission. ||| Ok I'll do that.","Hi. How many miles are on this car? ||| Great! Last week I saw a similar vehicle with 70000 miles for 14,500. So 20000 is too high for me. Would you be willing to take $15200? ||| Ok. Are you willing to take $15500? I can have a buddy come with me to pick it up, so you don't have to worry about moving it anywhere. ||| Ok. Since you want 19000 and I want 15500, let's meet in the middle and settle on 17250, with no extra transmission. That way we both get what we want. How does that sound? ||| How about 18000 and include the warranty?","Buyer: Hi. How many miles are on this car?
Seller: 65000 original miles. It has been well maintained and I have all the records.
Buyer: Great! Last week I saw a similar vehicle with 70000 miles for 14,500. So 20000 is too high for me. Would you be willing to take $15200?
Seller: It comes with an extra transmission, radiator, fuel pump and I will warranty it for 10000 miles or 18 months whichever comes first.
Buyer: Ok. Are you willing to take $15500? I can have a buddy come with me to pick it up, so you don't have to worry about moving it anywhere.
Seller: I can't go that low. I could do 19000 but no extra transmission at that price.
Buyer: Ok. Since you want 19000 and I want 15500, let's meet in the middle and settle on 17250, with no extra transmission. That way we both get what we want. How does that sound?
Seller: I'll go 17250 with no warranty and no extra transmission.
Buyer: How about 18000 and include the warranty?
Seller: Ok I'll do that.
Seller: [Offers $18000.0]
Buyer: [Accept]",4,3,2,2,2,2,1,0,0,16,2,2,2,3,2,"The transcript shows a clear, logical progression of negotiation tactics, including bundling, market comparison, and concession-based problem solving.",11,7,Turn 7 is the final turn where the seller provides a substantive counter-offer with specific conditions before the final agreement phase.,27,strong
train,C_2adc90408e094918957398fd2d5ab7a2,furniture,Leather Sofa and Loveseat,Genuine Italian black leather sofa and loveseat in very good condition and comfortable,320,192,320,7,250,TRUE,"Hi! The pictures don't do this sofa and loveseat justice! The items are genuine Italian black leather and come from a smoke and pet free home. I bought them last year, so they are in very good condition. I'm only selling because I'm moving and looking for different furniture. how much are you looking to spend? ||| $150 is far too low for these items.They are in great condition and you are getting a sofa and love seat! Most people can't even purchase a chair for that price. What about $300 and I'l include delivery? ||| Since I want 320 and you want 150, let's meet directly in the middle at 235. I can deliver at 250 or you can pick up at 235. This price gives us both what we want and is the most fair option. You're getting a really good deal at that price!","Hi, I'm interested in your sofa and loveseat.  Is it real leather? ||| I would like to spend about $150 but will pay extra for delivery. ||| Ouch, that's only $20 off the original price.  I can go as high as $200 and that's with delivery. ||| $250 with delivery sounds very fair.","Buyer: Hi, I'm interested in your sofa and loveseat.  Is it real leather?
Seller: Hi! The pictures don't do this sofa and loveseat justice! The items are genuine Italian black leather and come from a smoke and pet free home. I bought them last year, so they are in very good condition. I'm only selling because I'm moving and looking for different furniture. how much are you looking to spend?
Buyer: I would like to spend about $150 but will pay extra for delivery.
Seller: $150 is far too low for these items.They are in great condition and you are getting a sofa and love seat! Most people can't even purchase a chair for that price. What about $300 and I'l include delivery?
Buyer: Ouch, that's only $20 off the original price.  I can go as high as $200 and that's with delivery.
Seller: Since I want 320 and you want 150, let's meet directly in the middle at 235. I can deliver at 250 or you can pick up at 235. This price gives us both what we want and is the most fair option. You're getting a really good deal at that price!
Buyer: $250 with delivery sounds very fair.
Buyer: [Offers $250.0]
Seller: [Accept]",3,4,2,2,2,2,1,1,0,17,2,2,2,2,2,"This is high-quality training data as it demonstrates a logical progression of offers, clear justifications based on product condition, and successful use of conditional bundling to reach a deal.",10,5,Turn 5 is the last strategic seller interaction where a counter-offer and conditional delivery options are proposed before the buyer commits to the final price.,27,strong
train,C_50cb8b430e82467d98f4c06c8ce29f02,phone,Two iPhone 5C White T-Mobile Loke New! Good Deal!,"I am in Fremont CA. Seeking to sell two white IPhone 5C both Clean serial numbers and no issues, ended service with T-Mobile. Sim usable and interchangeable.",125,75,125,10,190,TRUE,"Both are like new.  My parents who are retired used them for about 6-7, with less than 10 hours of talk time. ||| oops!  sorry, it's late and I'm trying hard to get these phones sold.  I meant to say they used them for about 6-7 months. ||| No, my parents are both retired and basically used them to call me as I'm an only child and their calls were not that often.  I need to get at least 95 for each phone. ||| I think we can do that since you're local.  190 for both phones and I will deliver.  How's tomorrow afternoon? ||| Great!  I hope you enjoy your new phones.","Hi, can you tell me more about the condition of the iPhones? ||| What does it mean they used them ""for about 6-7""? ||| Ok. Well, I think that those phones probably got a good amount of use in 6-7 months. So, would you be willing to accept a price of $75? ||| Can you give me free delivery? I'd be willing to do that and pay $95 for each phone, if you can throw in the free delivery. The product is in good shape, after all. ||| sounds good","Buyer: Hi, can you tell me more about the condition of the iPhones?
Seller: Both are like new.  My parents who are retired used them for about 6-7, with less than 10 hours of talk time.
Buyer: What does it mean they used them ""for about 6-7""?
Seller: oops!  sorry, it's late and I'm trying hard to get these phones sold.  I meant to say they used them for about 6-7 months.
Buyer: Ok. Well, I think that those phones probably got a good amount of use in 6-7 months. So, would you be willing to accept a price of $75?
Seller: No, my parents are both retired and basically used them to call me as I'm an only child and their calls were not that often.  I need to get at least 95 for each phone.
Buyer: Can you give me free delivery? I'd be willing to do that and pay $95 for each phone, if you can throw in the free delivery. The product is in good shape, after all.
Seller: I think we can do that since you're local.  190 for both phones and I will deliver.  How's tomorrow afternoon?
Buyer: sounds good
Buyer: [Offers $190.0]
Seller: Great!  I hope you enjoy your new phones.
Seller: [Accept]",4,3,2,2,2,2,1,0,0,16,2,2,2,3,2,"This transcript is good training data as it demonstrates a realistic exchange involving condition, usage justification, bundling, and logistical negotiation.",11,7,This turn is the final strategic interaction from the seller where they agree to the bundled terms and specify delivery logistics before the final confirmation.,27,strong
train,C_5d13fb99d8f5489d82ddce478dccb3e2,housing,"""WHAT?! ONE MONTH OF FREE RENT!?""","Welcome To The Terraces, El Sobrante's hidden gem! Call Now: The Terraces 6000 Sun Hill Circle Come home after a productive day, only minutes from major freeways yet secluded on a hillside oasis surrounded by trees. Park in your reserved parking space inside our gated community. Glimpse the scenic valley from your personal balcony before entering your spacious two bedroom unit-- your personal sanctuary. Relax in our year round heated hot tub. Our convenient location in El Sobrante is just minutes from fine dining, shopping, schools and recreation. Enjoy a lifestyle that is minutes from Sausalito, Tiburon, San Francisco, and the beautiful wine country of Napa, Sonoma and Mendocino. washer and dryer Dishwasher, garbage disposal, refrigerator and gas stove Radiant Heat Wood Burning Fireplace New flooring",2253,1712,2253,13,2101,TRUE,"sure :) ||| yes it is covered by a carport. We also have garages avaliable for an additional fee. The garages are not attached to the apartment itself but they are within the building and have an entryway so you won't have to walk outside in the elements to get to your garage. ||| pets are allowed with a $100 deposit for dogs over 40lbs and $50 for cats and small dogs.  ||| I cannot go that low, the lowest I can go is 2100. Did I mention utilities (water, gas, sewer, electricity) are included? We also have all brand new appliances in the our units as well as new flooring throughout. ||| I can't waive the deposit but I can spread the deposit out over 1 year making rent $2108.34/month for the first year. ||| oh I realize I didn't even ask what type of animal. I have to keep a deposit in case your cat messes up the apartment. 2101 (making it a $12 deposit spread out over the year)","Hi, I am interested but have afew questions... ||| is the reserved parking spot covered? ||| I just wanted a covered spot, though the garage sounds nice , I am on a budget. I was also curious as to your pet policy..? ||| I see. well like I said I am interested but on a budget any chance I can get it at a discount, say $1712 ||| It all sounds so lovely, anyway you can waive the pet fee if I do it at 2100? ||| I only have one cat.. no way you can do 2100? ||| alright, fair enough","Buyer: Hi, I am interested but have afew questions...
Seller: sure :)
Buyer: is the reserved parking spot covered?
Seller: yes it is covered by a carport. We also have garages avaliable for an additional fee. The garages are not attached to the apartment itself but they are within the building and have an entryway so you won't have to walk outside in the elements to get to your garage.
Buyer: I just wanted a covered spot, though the garage sounds nice , I am on a budget. I was also curious as to your pet policy..?
Seller: pets are allowed with a $100 deposit for dogs over 40lbs and $50 for cats and small dogs. 
Buyer: I see. well like I said I am interested but on a budget any chance I can get it at a discount, say $1712
Seller: I cannot go that low, the lowest I can go is 2100. Did I mention utilities (water, gas, sewer, electricity) are included? We also have all brand new appliances in the our units as well as new flooring throughout.
Buyer: It all sounds so lovely, anyway you can waive the pet fee if I do it at 2100?
Seller: I can't waive the deposit but I can spread the deposit out over 1 year making rent $2108.34/month for the first year.
Buyer: I only have one cat.. no way you can do 2100?
Seller: oh I realize I didn't even ask what type of animal. I have to keep a deposit in case your cat messes up the apartment. 2101 (making it a $12 deposit spread out over the year)
Buyer: alright, fair enough
Buyer: [Offers $2101.0]
Seller: [Accept]",4,3,1,1,2,2,1,0,0,14,2,3,3,3,3,The transcript demonstrates effective negotiation through value-based justification and creative payment structuring to resolve pet fee concerns.,14,11,This is the last seller turn that provides a specific counter-offer and negotiation logic before the final acceptance.,28,strong
train,C_88a63f6ffc7a4126a8a942274eee179c,housing,Ranch Style 3BD 2BA Bay Farm Island Home-1064 Camellia Drive,"Ranch style single family home with three bedrooms and two baths on Bay Farm Island. This recently remodeled single story home features wall to wall carpets, high valuated ceilings and built-ins cabinets throughout. Kitchen comes with electric stove, refrigerator and dishwasher. Storage space within the attached garage included in the rent. Huge private back yard and washer/dryer hookups for laundry. One year lease, no pets, tenant pays gas, electricity, water and garbage/recycling. Renter's insurance required, move-in-ready and no rental fee! Give our office a call at",3400,2584,3400,13,2550,TRUE,"Are you interested in the house? ||| This home is located in a great part of town.  It is on a quiet cul de sac, but walking distance to the town center with shops and restaurants.  It is a safe walk too.  Lined with brand-new sidewalks all the way.   ||| No, sorry, too low.  There is a washer/dryer hook up. ||| We have a service comes once a month for the lawn and bushes. ||| I have a couple coming to view the property today.  If you could do 2800 the property is yours, but otherwise I'll have to wait until after the viewing. ||| I have other business to tend to so I'll tell you what...I'll take 2600 but no washer dryer. ||| Ok... you got a good deal.",I am but was wondering about the location. What is that close to? ||| I wish you accepted pets and had a washer/dryer. Would you be willing to go $2200? ||| I don't have a washer or dryer. The place I'm at now included it. Who takes care of the lawn/landscaping? ||| I could go $2500 if you can include a washer/dryer but that's the best I can do.  ||| I can do $2600 with the washer/dryer but that is a stretch. ||| $2550 and that will leave me enough to rent a washer/dryer?,"Seller: Are you interested in the house?
Buyer: I am but was wondering about the location. What is that close to?
Seller: This home is located in a great part of town.  It is on a quiet cul de sac, but walking distance to the town center with shops and restaurants.  It is a safe walk too.  Lined with brand-new sidewalks all the way.  
Buyer: I wish you accepted pets and had a washer/dryer. Would you be willing to go $2200?
Seller: No, sorry, too low.  There is a washer/dryer hook up.
Buyer: I don't have a washer or dryer. The place I'm at now included it. Who takes care of the lawn/landscaping?
Seller: We have a service comes once a month for the lawn and bushes.
Buyer: I could go $2500 if you can include a washer/dryer but that's the best I can do. 
Seller: I have a couple coming to view the property today.  If you could do 2800 the property is yours, but otherwise I'll have to wait until after the viewing.
Buyer: I can do $2600 with the washer/dryer but that is a stretch.
Seller: I have other business to tend to so I'll tell you what...I'll take 2600 but no washer dryer.
Buyer: $2550 and that will leave me enough to rent a washer/dryer?
Buyer: [Offers $2550.0]
Seller: Ok... you got a good deal.
Seller: [Accept]",4,3,1,2,2,2,1,1,0,16,2,2,2,3,2,"The transcript shows a logical progression of offers and counter-offers with effective use of urgency and concessions, making it useful for training.",11,10,The seller's turn at index 10 is the final strategic counter-offer before they transition into pure acceptance and closing language.,27,strong
train,C_fcf8d055a35b4244910743bd2ec9ee4a,bike,Commencal DH Supreme,"Up for sale is my Commencal DH Supreme. It's a beastly downhill rig that loves to monster truck down rock gardens. Been riding cross country for the last few years, so this has just been sitting in the garage.",650,598,650,9,600,TRUE,"it's a beast. get it before it disappears. nothing does rocky mountain terrain like this beast  ||| I had it a few years but used it only a few times, so it's still in great shape.  ||| Yeah, tires are still good, but replacing the tires isn;t really that expensive. rims and the frames are still perfect. if you want, i have new tires i can put on there, but i can't go down on the price any if i were to do that. so 650, and you get two brand new tires  ||| yeah, the problem is that i don't have much time to spare this week. Tell you what, if you can do 620, i'll give it to you with new tires.  ||| ok. 600. you do the tires. then it's a deal ",I'm interested in the bike. what condition is the bike in? ||| Tire and rims still good? Sometimes after sitting tires dry rot. ||| I'd do $590 with the new tires. ||| If you can do $590 with the tires and I'll go have them put on to save you some time.,"Seller: it's a beast. get it before it disappears. nothing does rocky mountain terrain like this beast 
Buyer: I'm interested in the bike. what condition is the bike in?
Seller: I had it a few years but used it only a few times, so it's still in great shape. 
Buyer: Tire and rims still good? Sometimes after sitting tires dry rot.
Seller: Yeah, tires are still good, but replacing the tires isn;t really that expensive. rims and the frames are still perfect. if you want, i have new tires i can put on there, but i can't go down on the price any if i were to do that. so 650, and you get two brand new tires 
Buyer: I'd do $590 with the new tires.
Seller: yeah, the problem is that i don't have much time to spare this week. Tell you what, if you can do 620, i'll give it to you with new tires. 
Buyer: If you can do $590 with the tires and I'll go have them put on to save you some time.
Seller: ok. 600. you do the tires. then it's a deal 
Buyer: [Offers $600.0]
Seller: [Accept]",3,3,2,0,1,2,1,0,0,12,3,3,3,3,3,"This transcript represents high-quality training data as it demonstrates clear logical progression, effective use of concessions, and multifaceted negotiation strategies.",15,8,Turn 8 is the final turn where the seller actively negotiates by proposing a counter-offer and setting terms before the system-level acceptance.,27,strong
train,C_796dbbc288234896b5b8f0764c0c1939,bike,"Niner Air 9, Full XT, Stan's ArchEx NoTubes $1150 obo","Frame is a 2011 Niner Air 9 Scandium Components: Full 2012 Full XT, including the disc brakes (!!) Seatpost: Fizik (I forget the model but its the fancy one with the micro adjuster) Bars: Easton Carbon Stem: Easton EA70",1150,690,1150,8,900,TRUE,It's in like new condition. It was recently tuned up and the paint is near perfect with on a couple of scratches that you really have to look for to see. ||| I can appreciate a tight budget but I can't accept that. I just shelled out money for the tune up so I'm looking for something like $950. ||| I can do wednesday but you would have to meet me at Denny's. I'll accept the $900 there and deliver the bike. ||| Sounds great. See you then.,"Hello! I'm interested in the bike you listed.  Can you tell me what condition the bike is in? ||| Sounds like it's seen some use.  I'm on a tight budget at the moment, would you consider an offer of $700 ||| I can understand that.  It's great that you're taking care of it and maintaining its value.  If you can get it to me by Wednesday, I'd be willing to go $900. ||| Absolutely, I'll even buy you a Grand Slam!","Buyer: Hello! I'm interested in the bike you listed.  Can you tell me what condition the bike is in?
Seller: It's in like new condition. It was recently tuned up and the paint is near perfect with on a couple of scratches that you really have to look for to see.
Buyer: Sounds like it's seen some use.  I'm on a tight budget at the moment, would you consider an offer of $700
Seller: I can appreciate a tight budget but I can't accept that. I just shelled out money for the tune up so I'm looking for something like $950.
Buyer: I can understand that.  It's great that you're taking care of it and maintaining its value.  If you can get it to me by Wednesday, I'd be willing to go $900.
Seller: I can do wednesday but you would have to meet me at Denny's. I'll accept the $900 there and deliver the bike.
Buyer: Absolutely, I'll even buy you a Grand Slam!
Seller: Sounds great. See you then.
Seller: [Offers $900.0]
Buyer: [Accept]",3,3,1,1,1,1,1,1,0,12,3,3,3,3,3,"This is an excellent example of high-quality training data, demonstrating clear logical flow, multi-factor reasoning, and effective use of conditional concessions.",15,5,"Turn 5 is the final strategic interaction where the seller negotiates the delivery terms and confirms the final price, effectively concluding the substantive part of the agreement.",27,strong
train,C_d40d1c392c1249e8a07e6f90b8e4193a,car,1999 CHEVY TAHOE 4X4,SUPER CLEAN!! THIS TRUCK IS NICE..CLEAN TITLE..SMOGGED AND REGISTERED..RUNS GREAT!! HAS 188K ORIG MILES..4 BRAND NEW TIRES AND WHEEL ALIGNMENT...CLEAN LEATHER INTERIOR..NO RIPS..JUST FULLY DETAILED..CARPET JUST SHAMPOOED AND LEATHER SEATS JUST CLEANED AND CONDITIONED .. WHICH IS HARD TO FIND NICE INTERIOR...4 WHEEL DRIVE..WORKS GREAT...HAS ALARM..HAS 13 INCH FOLD DOWN TV/DVD PLAYER..GREAT FOR TRIPS...TOW PACKAGE AND MORE...READY FOR SUMMER ROAD TRIPS!!,3400,2040,3400,14,2500,TRUE,"how we doing today ||| it's my second tahoe, I like it but I don't need it anymore, it has all the luxuries inside and great for long distance,  no rips, new tires ||| 10 years ||| automatic , it's really great ||| ok we can work something out, what can you do ||| yeah it went for a full check up and it runs great, o you ok on that, but 2100 is way out of my range ||| ok it's you lucky day, but you have to come an pick it up, and cash only please, fair enough ?","Hi, I am interested in your tahoe. can you tell me anything i need to know about this car ||| how long have you personally owned this vehicle ||| okay, great. I did not see in the ad, is this a manual or automatic? ||| perfect. I am very interested in purchasing this vehicle, since this is a car you no longer need and since it is such high mileage are you willing to negotiate on the price. The listed price is just a little above my budget. ||| I'm concerned about any repairs and maintenance that I may have to do. I'm looking closer to the 2100.00 price range ||| I'm not sure If I can do much more, while it looks great I would need to be able to take the car to a mechanic that I trust in order to go much higher than this. Without the most I could go is 2500 ||| I can do cash, can we meet in the middle?","Seller: how we doing today
Buyer: Hi, I am interested in your tahoe. can you tell me anything i need to know about this car
Seller: it's my second tahoe, I like it but I don't need it anymore, it has all the luxuries inside and great for long distance,  no rips, new tires
Buyer: how long have you personally owned this vehicle
Seller: 10 years
Buyer: okay, great. I did not see in the ad, is this a manual or automatic?
Seller: automatic , it's really great
Buyer: perfect. I am very interested in purchasing this vehicle, since this is a car you no longer need and since it is such high mileage are you willing to negotiate on the price. The listed price is just a little above my budget.
Seller: ok we can work something out, what can you do
Buyer: I'm concerned about any repairs and maintenance that I may have to do. I'm looking closer to the 2100.00 price range
Seller: yeah it went for a full check up and it runs great, o you ok on that, but 2100 is way out of my range
Buyer: I'm not sure If I can do much more, while it looks great I would need to be able to take the car to a mechanic that I trust in order to go much higher than this. Without the most I could go is 2500
Seller: ok it's you lucky day, but you have to come an pick it up, and cash only please, fair enough ?
Buyer: I can do cash, can we meet in the middle?
Buyer: [Offers $2500.0]
Seller: [Accept]",4,3,1,2,2,2,1,1,0,16,2,2,2,3,2,"This transcript is good training data as it demonstrates a natural, logical progression from information gathering to conditional bargaining.",11,12,"The seller's turn at index 12 contains a conditional concession and specific transaction requirements, making it the last strategic interaction before the final acceptance.",27,strong
